CustomerID,purchasefrequency,avgpurchasevalue,segment
12480.0,4,21.309285714285718,Low Value
12481.0,11,25.646146788990837,Mid Value
12483.0,13,28.73000000000001,Mid Value
12484.0,8,12.843628571428573,Mid Value
12488.0,3,23.612000000000005,Low Value
12489.0,1,22.328666666666667,Low Value
12490.0,10,22.113999999999994,Mid Value
12491.0,1,17.707692307692305,Low Value
12492.0,2,13.160500000000003,Low Value
12493.0,3,18.121304347826086,Low Value
12494.0,13,13.563690476190484,Mid Value
12497.0,1,74.50714285714285,Mid Value
12498.0,3,17.55217391304348,Low Value
12500.0,13,64.71184615384618,High Value
12501.0,2,13.060500000000005,Low Value
12502.0,5,25.332448979591835,Low Value
12503.0,1,-1126.0,Low Value
12504.0,4,7.6,Low Value
12505.0,1,-4.5,Low Value
12506.0,1,3.195652173913044,Low Value
12507.0,4,54.69826086956522,Mid Value
12508.0,2,5.772028985507246,Low Value
12509.0,1,25.214285714285715,Low Value
12510.0,2,29.774848484848484,Low Value
12512.0,2,4.059705882352943,Low Value
12513.0,2,16.299722222222226,Low Value
12514.0,1,19.95450980392157,Low Value
12515.0,1,23.98125,Low Value
12516.0,2,50.46384615384615,Mid Value
12517.0,6,8.6184965034965,Mid Value
12518.0,5,16.587822580645156,Low Value
12519.0,1,18.935555555555553,Low Value
12520.0,6,16.661354838709677,Mid Value
12521.0,1,15.78105263157894,Low Value
12522.0,2,16.06,Low Value
12523.0,13,15.868818181818188,Mid Value
12524.0,8,31.150833333333335,Mid Value
12526.0,3,18.544507042253528,Low Value
12527.0,3,19.372777777777777,Low Value
12528.0,8,20.23452631578948,Mid Value
12530.0,5,23.876911764705874,Low Value
12531.0,1,7.365882352941177,Low Value
12532.0,1,21.864375,Low Value
12534.0,1,17.288571428571426,Low Value
12535.0,2,21.069117647058825,Low Value
12536.0,5,15.043296703296692,Low Value
12538.0,1,17.330952380952382,Low Value
12539.0,5,14.060218978102165,Low Value
12540.0,19,27.669521829521816,Mid Value
12541.0,3,18.868846153846157,Low Value
12544.0,2,17.784999999999997,Low Value
12545.0,2,20.007799999999992,Low Value
12546.0,3,16.307142857142864,Low Value
12547.0,2,25.975,Low Value
12548.0,1,19.04,Low Value
12550.0,1,16.926842105263155,Low Value
12551.0,1,16.8,Low Value
12552.0,2,21.891,Low Value
12553.0,14,18.633928571428577,Mid Value
12556.0,2,4.989338842975206,Low Value
12557.0,5,363.36242424242425,Mid Value
12558.0,2,-6.4594794160009106e-15,Low Value
12559.0,3,24.37318181818182,Low Value
12560.0,4,18.93144144144144,Low Value
12561.0,1,14.928125000000001,Low Value
12562.0,7,22.510357142857153,Mid Value
12564.0,1,21.757142857142856,Low Value
12565.0,2,13.117,Low Value
12566.0,2,17.335000000000004,Low Value
12567.0,11,19.686695464362842,Mid Value
12569.0,35,21.28267015706806,Mid Value
12571.0,2,15.282647058823526,Low Value
12572.0,3,16.205161290322582,Low Value
12573.0,1,5.733571428571426,Low Value
12574.0,1,19.859090909090913,Low Value
12576.0,6,14.685168539325844,Mid Value
12577.0,4,4.022972972972976,Low Value
12578.0,4,22.944666666666663,Low Value
12579.0,3,13.249032258064515,Low Value
12580.0,1,17.32083333333333,Low Value
12581.0,1,13.180666666666667,Low Value
12582.0,2,23.243636363636366,Low Value
12583.0,18,28.634820717131447,Mid Value
12584.0,18,15.031349206349212,Mid Value
12585.0,4,20.44134020618556,Low Value
12586.0,2,14.995000000000003,Low Value
12587.0,1,36.0,Low Value
12588.0,1,21.490000000000002,Low Value
12589.0,2,18.47657142857143,Low Value
12590.0,3,140.87685714285715,Mid Value
12591.0,1,17.417307692307688,Low Value
12592.0,2,24.311111111111114,Low Value
12593.0,3,19.909523809523808,Low Value
12594.0,11,27.90100840336133,Mid Value
12596.0,2,22.898888888888887,Low Value
12597.0,5,17.210887850467294,Low Value
12598.0,9,22.57654135338345,Mid Value
12599.0,7,16.654516129032263,Mid Value
12600.0,11,39.7083076923077,Mid Value
12601.0,6,19.64,Mid Value
12602.0,1,12.76,Low Value
12603.0,1,246.39999999999998,Mid Value
12604.0,2,15.886249999999995,Low Value
12605.0,1,-2.5,Low Value
12607.0,2,-3.341661381049976e-15,Low Value
12609.0,3,18.780833333333337,Low Value
12610.0,7,18.54045045045046,Mid Value
12611.0,1,18.35876923076923,Low Value
12612.0,2,30.64714285714286,Low Value
12613.0,6,19.748343558282194,Mid Value
12614.0,1,15.780000000000001,Low Value
12615.0,4,21.820857142857147,Low Value
12616.0,5,18.256944444444443,Low Value
12617.0,1,8.465,Low Value
12618.0,1,16.11909090909091,Low Value
12619.0,13,33.8401052631579,Mid Value
12620.0,3,14.558804347826085,Low Value
12621.0,23,28.71744725738396,Mid Value
12622.0,1,16.37272727272727,Low Value
12623.0,1,16.950000000000003,Low Value
12624.0,2,16.871842105263156,Low Value
12625.0,3,28.728791208791204,Low Value
12626.0,13,20.808957654723116,Mid Value
12627.0,7,19.471869565217386,Mid Value
12628.0,4,17.897906976744185,Low Value
12630.0,2,19.857499999999995,Low Value
12631.0,1,20.66129032258064,Low Value
12633.0,5,20.782815533980568,Low Value
12635.0,2,16.724554455445553,Low Value
12637.0,10,15.109771573604059,Mid Value
12638.0,1,17.222820512820515,Low Value
12639.0,1,22.095454545454544,Low Value
12640.0,3,22.161886792452833,Low Value
12641.0,1,18.589999999999996,Low Value
12642.0,3,21.558723404255318,Low Value
12643.0,6,139.36,High Value
12644.0,1,15.416451612903224,Low Value
12645.0,5,23.72135135135136,Low Value
12646.0,2,29.932666666666663,Low Value
12647.0,13,28.671250000000008,Mid Value
12648.0,1,15.1452380952381,Low Value
12649.0,4,18.294242424242427,Low Value
12650.0,1,15.722000000000008,Low Value
12651.0,1,12.666666666666668,Low Value
12652.0,2,17.93196078431373,Low Value
12653.0,2,51.391860465116274,Mid Value
12654.0,5,15.841578947368422,Low Value
12656.0,8,30.636307692307707,Mid Value
12657.0,5,20.5725,Low Value
12658.0,1,19.056944444444444,Low Value
12659.0,1,18.336000000000002,Low Value
12660.0,1,18.853846153846156,Low Value
12662.0,12,16.452931034482752,Mid Value
12664.0,10,127.99684210526314,High Value
12665.0,2,15.4375,Low Value
12666.0,1,-113.72,Low Value
12667.0,1,18.791818181818186,Low Value
12668.0,6,22.280833333333348,Mid Value
12669.0,4,15.762058823529419,Low Value
12670.0,6,31.767553191489366,Mid Value
12672.0,1,22.59,Low Value
12673.0,2,14.536190476190475,Low Value
12674.0,7,21.091318681318683,Mid Value
12676.0,6,29.586444444444453,Mid Value
12678.0,13,105.31892215568864,High Value
12679.0,9,18.90482142857143,Mid Value
12680.0,4,16.592499999999998,Low Value
12681.0,27,21.172739938080493,Mid Value
12682.0,31,23.40613333333333,Mid Value
12683.0,20,22.71019337016575,Mid Value
12684.0,7,21.74885714285714,Mid Value
12685.0,6,18.236178343949042,Mid Value
12686.0,1,12.734285714285713,Low Value
12688.0,1,28.50181286549708,Low Value
12689.0,2,17.327916666666663,Low Value
12690.0,1,24.313125000000003,Low Value
12691.0,6,32.36875,Mid Value
12693.0,6,20.26731707317073,Mid Value
12694.0,2,23.50459459459459,Low Value
12695.0,4,21.55925925925926,Low Value
12697.0,5,21.837674418604653,Low Value
12700.0,6,18.029592592592618,Mid Value
12701.0,2,15.051132075471699,Low Value
12702.0,1,18.25,Low Value
12703.0,2,12.486363636363633,Low Value
12704.0,10,24.67599999999999,Mid Value
12705.0,14,19.581149425287368,Mid Value
12707.0,1,18.285454545454545,Low Value
12708.0,16,15.036321839080468,Mid Value
12709.0,26,36.16381322957197,Mid Value
12710.0,4,14.311012658227847,Low Value
12712.0,17,29.870633802816908,Mid Value
12713.0,1,22.330263157894738,Low Value
12714.0,5,18.18092664092663,Low Value
12715.0,1,16.850476190476193,Low Value
12716.0,2,15.267971014492757,Low Value
12717.0,3,17.517500000000002,Low Value
12718.0,1,12.539473684210526,Low Value
12719.0,3,14.478571428571426,Low Value
12720.0,29,15.914428969359335,Mid Value
12721.0,7,16.03036585365854,Mid Value
12722.0,6,15.865438596491227,Mid Value
12723.0,5,10.50826086956522,Low Value
12724.0,4,19.460566037735852,Low Value
12725.0,1,17.825,Low Value
12726.0,7,21.041129032258066,Mid Value
12727.0,9,27.997872340425538,Mid Value
12728.0,4,18.18108695652174,Low Value
12729.0,1,17.42346153846154,Low Value
12731.0,14,67.84624548736464,High Value
12732.0,1,19.688333333333343,Low Value
12733.0,1,17.452272727272724,Low Value
12734.0,1,27.6,Low Value
12735.0,2,18.129534883720922,Low Value
12736.0,1,58.50000000000001,Mid Value
12738.0,1,14.12272727272727,Low Value
12739.0,2,26.658947368421046,Low Value
12740.0,1,15.837037037037037,Low Value
12743.0,2,4.077835820895521,Low Value
12744.0,10,39.82703056768556,Mid Value
12747.0,11,40.73796116504855,Mid Value
12748.0,224,6.262839293408083,Mid Value
12749.0,8,16.745454545454557,Mid Value
12750.0,1,18.392000000000003,Low Value
12752.0,1,82.39207547169808,Mid Value
12753.0,11,91.40873913043475,High Value
12754.0,5,45.37107692307692,Low Value
12755.0,4,367.1999999999999,Mid Value
12756.0,1,28.02,Low Value
12757.0,19,11.214058355437661,Mid Value
12758.0,2,28.77927835051547,Low Value
12759.0,3,16.12042105263159,Low Value
12762.0,2,27.51478260869566,Low Value
12763.0,2,27.44888888888889,Low Value
12764.0,1,37.64177777777778,Low Value
12766.0,7,22.547193548387096,Mid Value
12769.0,1,35.7375,Low Value
12770.0,1,112.62083333333332,Mid Value
12772.0,1,16.226727272727274,Low Value
12775.0,6,20.16776119402986,Mid Value
12778.0,7,15.769215686274512,Mid Value
12779.0,12,24.331446540880524,Mid Value
12781.0,5,23.59066666666667,Low Value
12782.0,6,21.245981308411224,Mid Value
12783.0,8,18.6496511627907,Mid Value
12784.0,2,9.735932203389828,Low Value
12785.0,2,20.380666666666666,Low Value
12787.0,3,23.183,Low Value
12789.0,1,22.962500000000002,Low Value
12790.0,1,15.47238095238095,Low Value
12791.0,1,96.30000000000001,Mid Value
12792.0,1,16.0216,Low Value
12793.0,2,22.728333333333335,Low Value
12794.0,2,19.12022222222222,Low Value
12795.0,1,30.74857142857143,Low Value
12797.0,3,11.42235294117647,Low Value
12798.0,3,872.13,Mid Value
12802.0,2,15.868461538461538,Low Value
12808.0,3,17.273214285714293,Low Value
12809.0,2,18.62923076923077,Low Value
12811.0,3,16.608064516129033,Low Value
12812.0,1,15.309333333333333,Low Value
12814.0,1,62.96,Mid Value
12815.0,2,22.626808510638302,Low Value
12816.0,2,19.731034482758627,Low Value
12817.0,1,41.51,Low Value
12818.0,2,94.86750000000002,Mid Value
12820.0,4,15.971864406779659,Low Value
12821.0,1,15.453333333333333,Low Value
12822.0,3,19.552765957446812,Low Value
12823.0,5,351.9,Mid Value
12824.0,1,15.884799999999995,Low Value
12826.0,8,15.618297872340417,Mid Value
12827.0,3,17.205999999999996,Low Value
12828.0,6,18.191250000000004,Mid Value
12829.0,3,21.087500000000002,Low Value
12830.0,7,173.03589743589748,High Value
12831.0,1,23.894444444444442,Low Value
12832.0,2,14.186296296296295,Low Value
12833.0,1,17.390833333333333,Low Value
12834.0,1,17.354444444444443,Low Value
12836.0,4,14.930628571428564,Low Value
12837.0,1,11.174999999999999,Low Value
12838.0,2,5.553902439024389,Low Value
12839.0,16,17.6696835443038,Mid Value
12840.0,6,23.398879310344824,Mid Value
12841.0,26,8.830068337129836,Mid Value
12842.0,2,32.9114705882353,Low Value
12843.0,9,15.562592592592592,Mid Value
12844.0,2,6.268461538461536,Low Value
12845.0,4,13.114444444444446,Low Value
12847.0,1,9.577362637362642,Low Value
12849.0,2,20.605686274509807,Low Value
12851.0,1,2.7036,Low Value
12852.0,2,14.987500000000006,Low Value
12853.0,9,22.401190476190475,Mid Value
12854.0,5,11.21,Low Value
12855.0,1,12.700000000000001,Low Value
12856.0,8,6.822334384858045,Mid Value
12857.0,2,24.05217391304348,Low Value
12863.0,2,84.03333333333335,Mid Value
12864.0,1,49.04,Low Value
12865.0,3,16.12572916666666,Low Value
12866.0,1,21.504615384615384,Low Value
12867.0,10,7.234519056261329,Mid Value
12868.0,6,15.019252336448604,Mid Value
12870.0,1,-7.449999999999999,Low Value
12871.0,2,34.60363636363636,Low Value
12872.0,2,9.090454545454547,Low Value
12873.0,1,93.5,Mid Value
12875.0,2,171.61500000000004,Mid Value
12876.0,2,26.09435294117645,Low Value
12877.0,12,9.972532467532472,Mid Value
12878.0,3,17.176326530612243,Low Value
12879.0,4,46.047499999999985,Low Value
12881.0,1,42.57142857142857,Low Value
12882.0,2,112.54153846153844,Mid Value
12883.0,4,16.74928571428572,Low Value
12884.0,1,44.15000000000001,Low Value
12885.0,4,16.087083333333332,Low Value
12886.0,3,15.710348837209304,Low Value
12888.0,4,44.824285714285715,Low Value
12890.0,1,4.639878048780488,Low Value
12891.0,3,110.33333333333333,Mid Value
12893.0,1,5.533529411764704,Low Value
12895.0,3,14.470833333333333,Low Value
12897.0,2,54.125,Mid Value
12901.0,36,130.3448,High Value
12902.0,1,13.868,Low Value
12904.0,2,7.077499999999997,Low Value
12906.0,5,46.34619047619046,Low Value
12908.0,4,61.5,Mid Value
12909.0,8,22.175312500000004,Mid Value
12910.0,8,41.00053333333335,Mid Value
12912.0,5,69.2625,Mid Value
12913.0,5,49.67260000000001,Low Value
12915.0,2,16.529545454545456,Low Value
12916.0,5,27.36100917431192,Low Value
12917.0,1,297.0,Mid Value
12919.0,8,25.02769230769231,Mid Value
12920.0,1,5.8653571428571425,Low Value
12921.0,50,22.118407557354942,Mid Value
12922.0,1,14.477857142857141,Low Value
12923.0,1,6.102413793103449,Low Value
12924.0,5,29.998387096774202,Low Value
12925.0,2,15.423333333333327,Low Value
12928.0,5,24.555952380952373,Low Value
12929.0,2,11.67777777777778,Low Value
12930.0,4,15.181481481481482,Low Value
12931.0,20,328.06676470588224,High Value
12933.0,4,5.666168224299062,Low Value
12935.0,8,16.58807692307692,Mid Value
12936.0,5,16.07777777777779,Low Value
12937.0,4,12.535583333333332,Low Value
12938.0,1,12.682222222222222,Low Value
12939.0,8,246.42127659574467,High Value
12940.0,4,8.507669902912623,Low Value
12942.0,3,9.118666666666666,Low Value
12943.0,1,-3.75,Low Value
12944.0,2,20.15033333333333,Low Value
12945.0,1,20.12826086956522,Low Value
12947.0,11,13.663009708737864,Mid Value
12948.0,8,17.404237288135594,Mid Value
12949.0,10,18.917899543378997,Mid Value
12950.0,3,80.1304347826087,Mid Value
12951.0,8,16.03184615384616,Mid Value
12952.0,5,17.285500000000006,Low Value
12953.0,1,19.40294117647059,Low Value
12955.0,14,25.87027322404371,Mid Value
12956.0,1,5.687894736842107,Low Value
12957.0,12,16.30754098360657,Mid Value
12962.0,2,16.649375000000003,Low Value
12963.0,9,19.177395833333332,Mid Value
12965.0,1,7.081743119266053,Low Value
12966.0,1,16.017999999999997,Low Value
12967.0,4,36.20454545454546,Low Value
12968.0,1,27.189999999999998,Low Value
12970.0,4,2.994966887417218,Low Value
12971.0,89,35.48785714285713,Mid Value
12974.0,1,18.100000000000005,Low Value
12976.0,1,33.57272727272727,Low Value
12977.0,1,4.36,Low Value
12980.0,12,295.5025,High Value
12981.0,2,18.611,Low Value
12982.0,2,11.094117647058823,Low Value
12984.0,1,24.375,Low Value
12985.0,3,15.584871794871793,Low Value
12987.0,3,18.166666666666668,Low Value
12988.0,1,5.818695652173915,Low Value
12989.0,19,100.80161764705876,High Value
12990.0,3,31.500000000000004,Low Value
12991.0,2,16.25032258064516,Low Value
12993.0,4,15.361481481481482,Low Value
12994.0,5,12.35917808219178,Low Value
12995.0,2,40.144,Low Value
12997.0,7,17.87970149253732,Mid Value
12999.0,3,16.281428571428567,Low Value
13000.0,3,17.253225806451617,Low Value
13001.0,15,28.64888888888892,Mid Value
13002.0,1,17.27857142857143,Low Value
13003.0,3,24.84166666666667,Low Value
13004.0,22,13.724767726161367,Mid Value
13005.0,3,16.170689655172417,Low Value
13006.0,1,20.392500000000002,Low Value
13008.0,2,11.897999999999998,Low Value
13011.0,1,16.85,Low Value
13012.0,11,12.258130841121503,Mid Value
13013.0,15,21.563018018018024,Mid Value
13014.0,16,27.140564516129032,Mid Value
13015.0,5,19.012954545454555,Low Value
13016.0,3,16.806170212765952,Low Value
13017.0,1,204.0,Mid Value
13018.0,29,15.844771241830061,Mid Value
13021.0,12,19.2865671641791,Mid Value
13023.0,2,17.247500000000006,Low Value
13026.0,8,21.770930232558133,Mid Value
13027.0,6,265.84615384615387,High Value
13028.0,3,14.035744680851066,Low Value
13029.0,3,124.75,Mid Value
13030.0,2,8.075555555555555,Low Value
13032.0,3,13.286933333333335,Low Value
13033.0,1,17.322727272727274,Low Value
13034.0,2,17.37216216216216,Low Value
13035.0,3,29.55433333333333,Low Value
13037.0,3,18.355625000000003,Low Value
13038.0,3,32.445,Low Value
13040.0,2,15.743953488372096,Low Value
13043.0,2,33.68357142857143,Low Value
13044.0,1,16.983939393939394,Low Value
13045.0,1,16.959999999999994,Low Value
13046.0,2,17.980285714285714,Low Value
13047.0,18,15.709693877551025,Mid Value
13048.0,5,13.181824817518242,Low Value
13049.0,2,46.90571428571429,Low Value
13050.0,28,13.470639810426547,Mid Value
13052.0,1,19.34166666666667,Low Value
13055.0,4,15.40974358974359,Low Value
13058.0,3,33.925,Low Value
13059.0,1,22.925,Low Value
13060.0,1,20.502,Low Value
13061.0,1,24.861,Low Value
13062.0,1,31.543636363636367,Low Value
13064.0,4,16.224492753623185,Low Value
13065.0,1,14.704285714285716,Low Value
13066.0,3,8.793877551020408,Low Value
13067.0,1,7.697333333333334,Low Value
13068.0,2,172.0,Mid Value
13069.0,27,7.910255319148929,Mid Value
13070.0,1,25.422222222222228,Low Value
13072.0,1,25.307142857142853,Low Value
13075.0,1,41.80045454545455,Low Value
13077.0,4,6.511339285714287,Low Value
13078.0,43,32.716526315789466,Mid Value
13079.0,5,36.68333333333333,Low Value
13080.0,1,9.68,Low Value
13081.0,21,26.356720075400627,Mid Value
13082.0,10,47.939733333333336,Mid Value
13083.0,2,16.874999999999996,Low Value
13085.0,3,9.392413793103447,Low Value
13089.0,118,30.902466343564946,Mid Value
13090.0,18,53.97136645962734,High Value
13091.0,2,13.325833333333335,Low Value
13092.0,6,17.68576923076923,Mid Value
13093.0,13,45.53805882352941,Mid Value
13094.0,16,56.96200000000001,High Value
13095.0,1,12.399999999999999,Low Value
13097.0,14,13.48585812356978,Mid Value
13098.0,41,47.370049586776865,Mid Value
13099.0,1,207.35999999999999,Mid Value
13101.0,1,12.64875,Low Value
13102.0,27,20.439645161290322,Mid Value
13103.0,1,30.492500000000003,Low Value
13104.0,6,54.92399999999999,High Value
13106.0,2,29.75,Low Value
13107.0,5,25.40116666666667,Low Value
13108.0,1,35.006,Low Value
13109.0,5,15.3368,Low Value
13110.0,8,9.951164383561652,Mid Value
13113.0,40,37.53571428571432,Mid Value
13115.0,14,16.70931818181819,Mid Value
13116.0,2,15.651290322580646,Low Value
13117.0,8,12.959342105263152,Mid Value
13118.0,7,13.719512195121943,Mid Value
13120.0,1,30.599999999999998,Low Value
13121.0,2,4.806226415094339,Low Value
13122.0,2,16.770727272727278,Low Value
13124.0,3,16.45246808510637,Low Value
13126.0,10,14.480915492957747,Mid Value
13127.0,1,17.278,Low Value
13130.0,1,32.0,Low Value
13131.0,4,22.593478260869563,Low Value
13132.0,1,25.766666666666666,Low Value
13133.0,2,15.685714285714287,Low Value
13134.0,7,16.577428571428573,Mid Value
13135.0,1,3096.0,Mid Value
13136.0,11,18.31208633093526,Mid Value
13137.0,9,5.113588652482267,Mid Value
13138.0,6,15.276031746031748,Mid Value
13139.0,8,29.056264367816112,Mid Value
13140.0,3,9.211304347826088,Low Value
13141.0,6,17.542647058823533,Mid Value
13142.0,1,13.351739130434783,Low Value
13144.0,1,36.983333333333334,Low Value
13145.0,5,87.82428571428571,Mid Value
13146.0,1,13.465294117647058,Low Value
13147.0,4,178.20000000000002,Mid Value
13148.0,17,9.649798270893378,Mid Value
13149.0,4,19.48906976744186,Low Value
13151.0,2,16.671599999999998,Low Value
13153.0,1,32.41466666666667,Low Value
13154.0,1,-611.86,Low Value
13155.0,4,11.432470588235294,Low Value
13157.0,5,19.343483146067406,Low Value
13158.0,4,15.203291139240509,Low Value
13159.0,5,11.309426229508201,Low Value
13160.0,1,22.949999999999996,Low Value
13161.0,1,14.09375,Low Value
13162.0,5,20.060853658536576,Low Value
13165.0,2,24.320952380952377,Low Value
13166.0,2,9.873809523809522,Low Value
13167.0,4,12.174307692307693,Low Value
13168.0,5,9.850676691729324,Low Value
13169.0,2,54.836923076923085,Mid Value
13170.0,1,3.6253125000000006,Low Value
13171.0,5,8.891874999999999,Low Value
13173.0,2,8.224418604651161,Low Value
13174.0,3,8.97143312101911,Low Value
13176.0,1,6.8450000000000015,Low Value
13177.0,1,16.614705882352943,Low Value
13178.0,11,21.605547169811334,Mid Value
13182.0,1,11.016363636363636,Low Value
13183.0,9,42.104042553191505,Mid Value
13184.0,12,9.009781420765034,Mid Value
13185.0,1,71.4,Mid Value
13186.0,5,18.32964285714287,Low Value
13187.0,1,6.378918918918918,Low Value
13188.0,1,57.300000000000004,Mid Value
13189.0,2,8.98896551724138,Low Value
13192.0,2,14.475238095238097,Low Value
13193.0,1,4.064827586206897,Low Value
13194.0,1,20.233333333333334,Low Value
13196.0,4,16.34345454545454,Low Value
13198.0,8,14.777685589519637,Mid Value
13199.0,39,81.69966666666669,High Value
13200.0,4,18.915000000000003,Low Value
13203.0,4,15.253684210526314,Low Value
13207.0,2,31.2825,Low Value
13208.0,7,8.039333333333332,Mid Value
13209.0,11,17.69045592705167,Mid Value
13210.0,1,16.067272727272726,Low Value
13211.0,3,21.382499999999993,Low Value
13212.0,4,5.4586013986014,Low Value
13213.0,6,16.504673913043483,Mid Value
13216.0,1,66.748,Mid Value
13217.0,5,19.08857142857143,Low Value
13218.0,1,12.527999999999999,Low Value
13220.0,4,39.01380952380952,Low Value
13221.0,2,12.839545454545455,Low Value
13223.0,2,32.64,Low Value
13224.0,3,19.732568807339437,Low Value
13225.0,8,178.91294117647064,High Value
13226.0,1,6.7631250000000005,Low Value
13227.0,1,28.633333333333333,Low Value
13228.0,1,179.0,Mid Value
13229.0,1,16.095,Low Value
13230.0,15,4.515375816993465,Mid Value
13232.0,7,6.558454106280199,Mid Value
13233.0,2,14.072558139534884,Low Value
13235.0,2,1.714745762711856,Low Value
13236.0,3,18.64794871794872,Low Value
13238.0,5,21.2759375,Low Value
13239.0,1,14.979999999999997,Low Value
13240.0,4,9.905223880597017,Low Value
13242.0,3,20.800000000000004,Low Value
13243.0,1,10.346034482758622,Low Value
13244.0,1,4.508888888888889,Low Value
13245.0,1,26.906250000000004,Low Value
13246.0,7,13.441258741258745,Mid Value
13247.0,4,20.044800000000002,Low Value
13248.0,2,17.910769230769226,Low Value
13249.0,3,30.93086956521739,Low Value
13253.0,2,28.62222222222222,Low Value
13255.0,3,27.904285714285717,Low Value
13256.0,1,0.0,Low Value
13258.0,3,18.383684210526315,Low Value
13259.0,1,3.36,Low Value
13260.0,1,69.70250000000001,Mid Value
13261.0,2,104.9,Mid Value
13262.0,1,18.208181818181817,Low Value
13263.0,35,4.444883720930206,Mid Value
13265.0,5,23.161098901098903,Low Value
13266.0,19,18.40430693069307,Mid Value
13267.0,27,19.662678571428582,Mid Value
13268.0,15,7.0864429530201285,Mid Value
